account_from;account_to;sender;receiver;amount;channel;currency;date;flag;location;transaction_type;transaction_id
Account 45;Account 32;Individuals 35;Individuals 22;66.72;CHAPS;GBP;3/01/2021 9:03;transaction;UK;0.2;222
Account 45;Account 32;Individuals 35;Individuals 22;46.46;LINK;GBP;3/01/2021 9:03;transaction;UK;0.2;223
Account 9;Account 6;Businesses 9;Businesses 6;687.16;C&CCC;GBP;3/01/2021 9:03;transaction;UK;0.1;224
Account 9;Account 6;Businesses 9;Businesses 6;295.56;Bacs;GBP;3/01/2021 9:03;transaction;UK;0.1;225
Account 9;Account 6;Businesses 9;Businesses 6;72.87;CHAPS;GBP;3/01/2021 9:03;transaction;UK;0.1;226
Account 4;Account 6;Businesses 4;Businesses 6;667.35;Bacs;GBP;3/01/2021 9:03;transaction;UK;0.1;227
Account 4;Account 6;Businesses 4;Businesses 6;399.14;FPS;GBP;3/01/2021 9:03;transaction;UK;0.1;228
Account 3;Account 9;Businesses 3;Businesses 9;1530.47;C&CCC;GBP;3/01/2021 9:03;transaction;UK;0.1;229
Account 19;Account 97;Individuals 9;Individuals 87;9.76;FPS;GBP;3/01/2021 9:03;transaction;UK;0.2;230
Account 19;Account 97;Individuals 9;Individuals 87;10.26;C&CCC;GBP;3/01/2021 9:03;transaction;UK;0.2;231
Account 2;Account 5;Businesses 2;Businesses 5;13988.53;C&CCC;GBP;3/01/2021 9:03;transaction;UK;2.2;232
Account 2;Account 26;Businesses 2;Individuals 16;959.3;CHAPS;GBP;3/01/2021 9:03;transaction;UK;5;233
Account 2;Account 5;Businesses 2;Businesses 5;2164.77;Paym;GBP;3/01/2021 9:03;transaction;UK;0.1;234
Account 2;Account 5;Businesses 2;Businesses 5;137.53;C&CCC;GBP;3/01/2021 9:03;transaction;UK;0.1;235
Account 81;Account 26;Individuals 71;Individuals 16;6.09;CHAPS;GBP;3/01/2021 9:03;transaction;UK;0.2;236
Account 47;Account 64;Individuals 37;Individuals 54;42.75;CHAPS;GBP;3/01/2021 9:03;transaction;UK;0.2;237
Account 47;Account 64;Individuals 37;Individuals 54;103.26;Bacs;GBP;3/01/2021 9:03;transaction;UK;0.2;238
Account 71;Account 62;Individuals 61;Individuals 52;52.76;CHAPS;GBP;3/01/2021 9:03;transaction;UK;0.2;239
Account 98;Account 87;Individuals 88;Individuals 77;75.01;FPS;GBP;4/01/2021 9:03;transaction;UK;0.2;240
Account 98;Account 87;Individuals 88;Individuals 77;116.68;LINK;GBP;4/01/2021 9:03;transaction;UK;0.2;241
Account 66;Account 70;Individuals 56;Individuals 60;12.83;C&CCC;GBP;4/01/2021 9:03;transaction;UK;0.2;242
Account 58;Account 34;Individuals 48;Individuals 24;23.59;FPS;GBP;4/01/2021 9:03;transaction;UK;0.2;243
Account 15;Account 61;Fraudulent_individuals 5;Individuals 51;42.54;LINK;GBP;4/01/2021 9:03;transaction;UK;0.2;244
Account 15;Account 61;Fraudulent_individuals 5;Individuals 51;7.57;C&CCC;GBP;4/01/2021 9:03;transaction;UK;0.2;245
Account 30;Account 2;Individuals 20;Businesses 2;257.35;C&CCC;GBP;4/01/2021 9:03;transaction;UK;0.2;246
Account 30;Account 66;Individuals 20;Individuals 56;9.75;LINK;GBP;4/01/2021 9:03;transaction;UK;0.2;247
Account 9;Account 6;Businesses 9;Businesses 6;137.71;LINK;GBP;4/01/2021 9:03;transaction;UK;0.1;248
Account 9;Account 6;Businesses 9;Businesses 6;579.73;Paym;GBP;4/01/2021 9:03;transaction;UK;0.1;249
Account 9;Account 6;Businesses 9;Businesses 6;2525.93;C&CCC;GBP;4/01/2021 9:03;transaction;UK;0.1;250
Account 56;Account 92;Individuals 46;Individuals 82;37.08;Paym;GBP;4/01/2021 9:03;transaction;UK;0.2;251
Account 43;Account 10;Individuals 33;Fraudulent_individuals 0;114.21;FPS;GBP;4/01/2021 9:03;transaction;UK;0.2;252
Account 12;Account 18;Fraudulent_individuals 2;Fraudulent_individuals 8;25.07;FPS;GBP;4/01/2021 9:03;transaction;UK;0.2;253
Account 12;Account 18;Fraudulent_individuals 2;Fraudulent_individuals 8;12.15;C&CCC;GBP;4/01/2021 9:03;transaction;UK;0.2;254
Account 12;Account 18;Fraudulent_individuals 2;Fraudulent_individuals 8;63.2;Bacs;GBP;4/01/2021 9:03;transaction;UK;0.2;255
Account 40;Account 43;Individuals 30;Individuals 33;11.96;Paym;GBP;4/01/2021 9:03;transaction;UK;0.2;256
Account 40;Account 43;Individuals 30;Individuals 33;102.72;CHAPS;GBP;4/01/2021 9:03;transaction;UK;0.2;257
Account 40;Account 43;Individuals 30;Individuals 33;0.78;Bacs;GBP;4/01/2021 9:03;transaction;UK;0.2;258
Account 1;Account 6;Businesses 1;Businesses 6;735.44;CHAPS;GBP;4/01/2021 9:03;transaction;UK;0.1;259
Account 1;Account 6;Businesses 1;Businesses 6;82.08;CHAPS;GBP;4/01/2021 9:03;transaction;UK;0.1;260
Account 64;Account 95;Individuals 54;Individuals 85;239.15;Bacs;GBP;4/01/2021 9:03;transaction;UK;0.2;261
Account 64;Account 95;Individuals 54;Individuals 85;0.75;LINK;GBP;4/01/2021 9:03;transaction;UK;0.2;262
Account 42;Account 56;Individuals 32;Individuals 46;19.47;FPS;GBP;4/01/2021 9:03;transaction;UK;0.2;263
Account 8;Account 4;Businesses 8;Businesses 4;3003.59;Paym;GBP;4/01/2021 9:03;transaction;UK;0.1;264
Account 8;Account 4;Businesses 8;Businesses 4;406.86;Paym;GBP;4/01/2021 9:03;transaction;UK;0.1;265
Account 8;Account 4;Businesses 8;Businesses 4;1027.55;FPS;GBP;4/01/2021 9:03;transaction;UK;0.1;266
Account 8;Account 4;Businesses 8;Businesses 4;13.78;C&CCC;GBP;4/01/2021 9:03;transaction;UK;0.1;267
Account 8;Account 4;Businesses 8;Businesses 4;43284.09;Bacs;GBP;4/01/2021 9:03;transaction;UK;2.2;268
Account 8;Account 4;Businesses 8;Businesses 4;15064.44;Bacs;GBP;4/01/2021 9:03;transaction;UK;2.2;269
Account 19;Account 97;Individuals 9;Individuals 87;45.75;FPS;GBP;4/01/2021 9:03;transaction;UK;0.2;270
Account 22;Account 52;Individuals 12;Individuals 42;41.75;LINK;GBP;4/01/2021 9:03;transaction;UK;0.2;271
Account 3;Account 9;Businesses 3;Businesses 9;411.85;FPS;GBP;4/01/2021 9:03;transaction;UK;0.1;272
Account 3;Account 91;Businesses 3;Individuals 81;1518.03;Paym;GBP;4/01/2021 9:03;transaction;UK;5;273
Account 79;Account 29;Individuals 69;Individuals 19;3.07;CHAPS;GBP;4/01/2021 9:03;transaction;UK;0.2;274
Account 7;Account 9;Businesses 7;Businesses 9;51.9;LINK;GBP;4/01/2021 9:03;transaction;UK;0.1;275
Account 25;Account 40;Individuals 15;Individuals 30;94.72;Bacs;GBP;4/01/2021 9:03;transaction;UK;0.2;276
Account 24;Account 37;Individuals 14;Individuals 27;10.95;LINK;GBP;4/01/2021 9:03;transaction;UK;0.2;277
Account 72;Account 27;Individuals 62;Individuals 17;11.92;CHAPS;GBP;4/01/2021 9:03;transaction;UK;0.2;278
Account 72;Account 3;Individuals 62;Businesses 3;17.82;C&CCC;GBP;4/01/2021 9:03;transaction;UK;0.2;279
Account 26;Account 58;Individuals 16;Individuals 48;70.25;CHAPS;GBP;4/01/2021 9:03;transaction;UK;0.2;280
Account 26;Account 58;Individuals 16;Individuals 48;42.37;CHAPS;GBP;4/01/2021 9:03;transaction;UK;0.2;281
Account 26;Account 58;Individuals 16;Individuals 48;89.65;Bacs;GBP;4/01/2021 9:03;transaction;UK;0.2;282
Account 86;Account 14;Individuals 76;Fraudulent_individuals 4;125.95;FPS;GBP;4/01/2021 9:03;transaction;UK;0.2;283
Account 68;Account 14;Individuals 58;Fraudulent_individuals 4;40.33;FPS;GBP;4/01/2021 9:03;transaction;UK;0.2;284
Account 74;Account 59;Individuals 64;Individuals 49;51.5;Bacs;GBP;4/01/2021 9:03;transaction;UK;0.2;285
Account 4;Account 6;Businesses 4;Businesses 6;346.41;FPS;GBP;4/01/2021 9:03;transaction;UK;0.1;286
Account 4;Account 6;Businesses 4;Businesses 6;15.91;Paym;GBP;4/01/2021 9:03;transaction;UK;0.1;287
Account 4;Account 6;Businesses 4;Businesses 6;1866.56;CHAPS;GBP;4/01/2021 9:03;transaction;UK;0.1;288
Account 18;Account 32;Fraudulent_individuals 8;Individuals 22;51.08;LINK;GBP;4/01/2021 9:03;transaction;UK;0.2;289
Account 89;Account 46;Individuals 79;Individuals 36;40.32;C&CCC;GBP;4/01/2021 9:03;transaction;UK;0.2;290
Account 54;Account 39;Individuals 44;Individuals 29;19.96;Bacs;GBP;4/01/2021 9:03;transaction;UK;0.2;291
Account 61;Account 11;Individuals 51;Fraudulent_individuals 1;10.89;LINK;GBP;4/01/2021 9:03;transaction;UK;0.2;292
Account 95;Account 42;Individuals 85;Individuals 32;126.39;LINK;GBP;4/01/2021 9:03;transaction;UK;0.2;293
Account 63;Account 15;Individuals 53;Fraudulent_individuals 5;38.71;LINK;GBP;4/01/2021 9:03;transaction;UK;0.2;294
Account 2;Account 26;Businesses 2;Individuals 16;1067.47;LINK;GBP;4/01/2021 9:03;transaction;UK;5;295
Account 2;Account 5;Businesses 2;Businesses 5;578.49;Paym;GBP;4/01/2021 9:03;transaction;UK;0.1;296
Account 2;Account 5;Businesses 2;Businesses 5;1592.22;Paym;GBP;4/01/2021 9:03;transaction;UK;0.1;297
Account 93;Account 94;Individuals 83;Individuals 84;36.27;FPS;GBP;4/01/2021 9:03;transaction;UK;0.2;298
Account 87;Account 72;Individuals 77;Individuals 62;7.64;Paym;GBP;4/01/2021 9:03;transaction;UK;0.2;299
Account 87;Account 72;Individuals 77;Individuals 62;21.27;C&CCC;GBP;4/01/2021 9:03;transaction;UK;0.2;300
Account 87;Account 72;Individuals 77;Individuals 62;4.8;Bacs;GBP;4/01/2021 9:03;transaction;UK;0.2;301
Account 87;Account 72;Individuals 77;Individuals 62;36.17;Bacs;GBP;4/01/2021 9:03;transaction;UK;0.2;302
Account 73;Account 62;Individuals 63;Individuals 52;67.23;LINK;GBP;4/01/2021 9:03;transaction;UK;0.2;303
Account 18;Account 32;Fraudulent_individuals 8;Individuals 22;21.06;FPS;GBP;5/01/2021 9:03;transaction;UK;0.2;304
Account 18;Account 32;Fraudulent_individuals 8;Individuals 22;34.62;LINK;GBP;5/01/2021 9:03;transaction;UK;0.2;305
Account 18;Account 32;Fraudulent_individuals 8;Individuals 22;67.26;C&CCC;GBP;5/01/2021 9:03;transaction;UK;0.2;306
Account 18;Account 32;Fraudulent_individuals 8;Individuals 22;58.86;LINK;GBP;5/01/2021 9:03;transaction;UK;0.2;307
Account 18;Account 32;Fraudulent_individuals 8;Individuals 22;33.93;LINK;GBP;5/01/2021 9:03;transaction;UK;0.2;308
Account 39;Account 46;Individuals 29;Individuals 36;16.72;LINK;GBP;5/01/2021 9:03;transaction;UK;0.2;309
Account 65;Account 86;Individuals 55;Individuals 76;35.71;C&CCC;GBP;5/01/2021 9:03;transaction;UK;0.2;310
Account 37;Account 78;Individuals 27;Individuals 68;54.67;CHAPS;GBP;5/01/2021 9:03;transaction;UK;0.2;311
Account 33;Account 71;Individuals 23;Individuals 61;97.72;LINK;GBP;5/01/2021 9:03;transaction;UK;0.2;312
Account 4;Account 6;Businesses 4;Businesses 6;1097.86;FPS;GBP;5/01/2021 9:03;transaction;UK;0.1;313
Account 83;Account 96;Individuals 73;Individuals 86;2.39;Paym;GBP;5/01/2021 9:03;transaction;UK;0.2;314
Account 83;Account 96;Individuals 73;Individuals 86;0.8;CHAPS;GBP;5/01/2021 9:03;transaction;UK;0.2;315
Account 83;Account 96;Individuals 73;Individuals 86;8.23;CHAPS;GBP;5/01/2021 9:03;transaction;UK;0.2;316
Account 36;Account 58;Individuals 26;Individuals 48;6.76;LINK;GBP;5/01/2021 9:03;transaction;UK;0.2;317
Account 40;Account 43;Individuals 30;Individuals 33;36.83;Bacs;GBP;5/01/2021 9:03;transaction;UK;0.2;318
Account 40;Account 43;Individuals 30;Individuals 33;15.63;Paym;GBP;5/01/2021 9:03;transaction;UK;0.2;319
Account 40;Account 43;Individuals 30;Individuals 33;26.04;C&CCC;GBP;5/01/2021 9:03;transaction;UK;0.2;320
Account 40;Account 43;Individuals 30;Individuals 33;96.03;Paym;GBP;5/01/2021 9:03;transaction;UK;0.2;321
Account 40;Account 43;Individuals 30;Individuals 33;5.82;C&CCC;GBP;5/01/2021 9:03;transaction;UK;0.2;322
Account 6;Account 70;Businesses 6;Individuals 60;2303.37;LINK;GBP;5/01/2021 9:03;transaction;UK;5;323
Account 6;Account 8;Businesses 6;Businesses 8;78.37;LINK;GBP;5/01/2021 9:03;transaction;UK;0.1;324
Account 6;Account 8;Businesses 6;Businesses 8;759.66;C&CCC;GBP;5/01/2021 9:03;transaction;UK;0.1;325
Account 75;Account 59;Individuals 65;Individuals 49;86.95;Bacs;GBP;5/01/2021 9:03;transaction;UK;0.2;326
Account 56;Account 92;Individuals 46;Individuals 82;83.79;Bacs;GBP;5/01/2021 9:03;transaction;UK;0.2;327
Account 27;Account 14;Individuals 17;Fraudulent_individuals 4;32.89;Bacs;GBP;5/01/2021 9:03;transaction;UK;0.2;328
Account 27;Account 14;Individuals 17;Fraudulent_individuals 4;36.83;Paym;GBP;5/01/2021 9:03;transaction;UK;0.2;329
Account 80;Account 60;Individuals 70;Individuals 50;8.34;LINK;GBP;5/01/2021 9:03;transaction;UK;0.2;330
Account 0;Account 5;Fraudulent_businesses 0;Businesses 5;3605.56;C&CCC;GBP;5/01/2021 9:03;transaction;UK;0.1;331
Account 0;Account 5;Fraudulent_businesses 0;Businesses 5;336.92;Paym;GBP;5/01/2021 9:03;transaction;UK;1.2;332
Account 8;Account 4;Businesses 8;Businesses 4;458.87;FPS;GBP;5/01/2021 9:03;transaction;UK;0.1;333
Account 8;Account 4;Businesses 8;Businesses 4;390.1;FPS;GBP;5/01/2021 9:03;transaction;UK;0.1;334
Account 8;Account 4;Businesses 8;Businesses 4;222.89;C&CCC;GBP;5/01/2021 9:03;transaction;UK;0.1;335
Account 8;Account 4;Businesses 8;Businesses 4;638.2;LINK;GBP;5/01/2021 9:03;transaction;UK;0.1;336
Account 93;Account 94;Individuals 83;Individuals 84;29.91;Bacs;GBP;5/01/2021 9:03;transaction;UK;0.2;337
Account 93;Account 94;Individuals 83;Individuals 84;85.02;C&CCC;GBP;5/01/2021 9:03;transaction;UK;0.2;338
Account 93;Account 94;Individuals 83;Individuals 84;121.72;CHAPS;GBP;5/01/2021 9:03;transaction;UK;0.2;339
Account 93;Account 94;Individuals 83;Individuals 84;30.31;LINK;GBP;5/01/2021 9:03;transaction;UK;0.2;340
Account 93;Account 94;Individuals 83;Individuals 84;14.68;Bacs;GBP;5/01/2021 9:03;transaction;UK;0.2;341
Account 93;Account 94;Individuals 83;Individuals 84;149.41;LINK;GBP;5/01/2021 9:03;transaction;UK;0.2;342
Account 93;Account 94;Individuals 83;Individuals 84;8.16;LINK;GBP;5/01/2021 9:03;transaction;UK;0.2;343
Account 93;Account 94;Individuals 83;Individuals 84;47.84;Bacs;GBP;5/01/2021 9:03;transaction;UK;0.2;344
Account 21;Account 41;Individuals 11;Individuals 31;88.68;FPS;GBP;5/01/2021 9:03;transaction;UK;0.2;345
Account 26;Account 58;Individuals 16;Individuals 48;2.39;C&CCC;GBP;5/01/2021 9:03;transaction;UK;0.2;346
Account 26;Account 6;Individuals 16;Businesses 6;46.06;Paym;GBP;5/01/2021 9:03;transaction;UK;0.2;347
Account 26;Account 58;Individuals 16;Individuals 48;17.27;Paym;GBP;5/01/2021 9:03;transaction;UK;0.2;348
Account 78;Account 12;Individuals 68;Fraudulent_individuals 2;6.09;LINK;GBP;5/01/2021 9:03;transaction;UK;0.2;349
Account 71;Account 62;Individuals 61;Individuals 52;2.06;FPS;GBP;5/01/2021 9:03;transaction;UK;0.2;350
Account 79;Account 29;Individuals 69;Individuals 19;47.33;Bacs;GBP;5/01/2021 9:03;transaction;UK;0.2;351
Account 7;Account 9;Businesses 7;Businesses 9;24457.29;C&CCC;GBP;5/01/2021 9:03;transaction;UK;2.2;352
Account 7;Account 9;Businesses 7;Businesses 9;322.49;Bacs;GBP;5/01/2021 9:03;transaction;UK;3.3;353
Account 44;Account 60;Individuals 34;Individuals 50;9.75;Bacs;GBP;5/01/2021 9:03;transaction;UK;0.2;354
Account 9;Account 6;Businesses 9;Businesses 6;1561.16;FPS;GBP;5/01/2021 9:03;transaction;UK;0.1;355
Account 9;Account 6;Businesses 9;Businesses 6;612.24;Paym;GBP;5/01/2021 9:03;transaction;UK;0.1;356
Account 9;Account 6;Businesses 9;Businesses 6;750.83;CHAPS;GBP;5/01/2021 9:03;transaction;UK;0.1;357
Account 9;Account 6;Businesses 9;Businesses 6;462.58;C&CCC;GBP;5/01/2021 9:03;transaction;UK;0.1;358
Account 9;Account 6;Businesses 9;Businesses 6;1128.5;Paym;GBP;5/01/2021 9:03;transaction;UK;0.1;359
Account 9;Account 6;Businesses 9;Businesses 6;1700.29;FPS;GBP;5/01/2021 9:03;transaction;UK;0.1;360
Account 9;Account 6;Businesses 9;Businesses 6;1780.04;FPS;GBP;5/01/2021 9:03;transaction;UK;0.1;361
Account 9;Account 6;Businesses 9;Businesses 6;63286.04;Paym;GBP;5/01/2021 9:03;transaction;UK;2.2;362
Account 9;Account 6;Businesses 9;Businesses 6;2065.71;C&CCC;GBP;5/01/2021 9:03;transaction;UK;0.1;363
Account 9;Account 6;Businesses 9;Businesses 6;2076.06;FPS;GBP;5/01/2021 9:03;transaction;UK;0.1;364
Account 9;Account 6;Businesses 9;Businesses 6;1214.33;Bacs;GBP;5/01/2021 9:03;transaction;UK;0.1;365
Account 9;Account 6;Businesses 9;Businesses 6;358.78;Bacs;GBP;5/01/2021 9:03;transaction;UK;0.1;366
Account 9;Account 6;Businesses 9;Businesses 6;2345.56;FPS;GBP;5/01/2021 9:03;transaction;UK;0.1;367
Account 9;Account 6;Businesses 9;Businesses 6;464659.41;Bacs;GBP;5/01/2021 9:03;transaction;UK;2.2;368
Account 51;Account 29;Individuals 41;Individuals 19;105.02;C&CCC;GBP;5/01/2021 9:03;transaction;UK;0.2;369
Account 70;Account 75;Individuals 60;Individuals 65;53.63;Bacs;GBP;5/01/2021 9:03;transaction;UK;0.2;370
Account 87;Account 72;Individuals 77;Individuals 62;85.38;CHAPS;GBP;5/01/2021 9:03;transaction;UK;0.2;371
Account 87;Account 72;Individuals 77;Individuals 62;136.27;Bacs;GBP;5/01/2021 9:03;transaction;UK;0.2;372
Account 87;Account 72;Individuals 77;Individuals 62;31.37;Bacs;GBP;5/01/2021 9:03;transaction;UK;0.2;373
Account 87;Account 72;Individuals 77;Individuals 62;70.11;LINK;GBP;5/01/2021 9:03;transaction;UK;0.2;374
Account 87;Account 72;Individuals 77;Individuals 62;15.35;CHAPS;GBP;5/01/2021 9:03;transaction;UK;0.2;375
Account 35;Account 78;Individuals 25;Individuals 68;21.26;Paym;GBP;5/01/2021 9:03;transaction;UK;0.2;376
Account 91;Account 14;Individuals 81;Fraudulent_individuals 4;48.67;FPS;GBP;5/01/2021 9:03;transaction;UK;0.2;377
Account 91;Account 14;Individuals 81;Fraudulent_individuals 4;21.83;FPS;GBP;5/01/2021 9:03;transaction;UK;0.2;378
Account 91;Account 14;Individuals 81;Fraudulent_individuals 4;21.24;CHAPS;GBP;5/01/2021 9:03;transaction;UK;0.2;379
Account 91;Account 14;Individuals 81;Fraudulent_individuals 4;1.47;C&CCC;GBP;5/01/2021 9:03;transaction;UK;0.2;380
Account 91;Account 14;Individuals 81;Fraudulent_individuals 4;116.28;LINK;GBP;5/01/2021 9:03;transaction;UK;0.2;381
Account 91;Account 14;Individuals 81;Fraudulent_individuals 4;74.19;LINK;GBP;5/01/2021 9:03;transaction;UK;0.2;382
Account 91;Account 14;Individuals 81;Fraudulent_individuals 4;52.73;LINK;GBP;5/01/2021 9:03;transaction;UK;0.2;383
Account 3;Account 9;Businesses 3;Businesses 9;11.76;FPS;GBP;5/01/2021 9:03;transaction;UK;0.1;384
Account 3;Account 9;Businesses 3;Businesses 9;47616.54;Bacs;GBP;5/01/2021 9:03;transaction;UK;4.2;385
Account 3;Account 9;Businesses 3;Businesses 9;266.61;LINK;GBP;5/01/2021 9:03;transaction;UK;3.3;386
Account 59;Account 27;Individuals 49;Individuals 17;58.88;LINK;GBP;6/01/2021 9:03;transaction;UK;0.2;387
Account 3;Account 9;Businesses 3;Businesses 9;1389.68;FPS;GBP;6/01/2021 9:03;transaction;UK;0.1;388
Account 3;Account 9;Businesses 3;Businesses 9;251.31;Bacs;GBP;6/01/2021 9:03;transaction;UK;0.1;389
Account 2;Account 5;Businesses 2;Businesses 5;3001.47;Paym;GBP;6/01/2021 9:03;transaction;UK;5;390
Account 2;Account 5;Businesses 2;Businesses 5;1201.11;LINK;GBP;6/01/2021 9:03;transaction;UK;0.1;391
Account 92;Account 75;Individuals 82;Individuals 65;43.51;CHAPS;GBP;6/01/2021 9:03;transaction;UK;0.2;392
Account 92;Account 75;Individuals 82;Individuals 65;13.93;Paym;GBP;6/01/2021 9:03;transaction;UK;0.2;393
Account 63;Account 15;Individuals 53;Fraudulent_individuals 5;8.16;CHAPS;GBP;6/01/2021 9:03;transaction;UK;0.2;394
Account 1;Account 6;Businesses 1;Businesses 6;932.33;Bacs;GBP;6/01/2021 9:03;transaction;UK;0.1;395
Account 0;Account 5;Fraudulent_businesses 0;Businesses 5;1762.69;CHAPS;GBP;6/01/2021 9:03;transaction;UK;0.1;396
Account 0;Account 5;Fraudulent_businesses 0;Businesses 5;44.19;CHAPS;GBP;6/01/2021 9:03;transaction;UK;0.1;397
Account 0;Account 5;Fraudulent_businesses 0;Businesses 5;736.46;FPS;GBP;6/01/2021 9:03;transaction;UK;0.1;398
Account 0;Account 5;Fraudulent_businesses 0;Businesses 5;226.15;C&CCC;GBP;6/01/2021 9:03;transaction;UK;0.1;399
Account 52;Account 54;Individuals 42;Individuals 44;59.11;FPS;GBP;6/01/2021 9:03;transaction;UK;0.2;400
Account 77;Account 57;Individuals 67;Individuals 47;28.39;FPS;GBP;6/01/2021 9:03;transaction;UK;0.2;401
Account 57;Account 83;Individuals 47;Individuals 73;107.25;FPS;GBP;6/01/2021 9:03;transaction;UK;0.2;402
Account 15;Account 61;Fraudulent_individuals 5;Individuals 51;58.37;C&CCC;GBP;6/01/2021 9:03;transaction;UK;0.2;403
Account 15;Account 61;Fraudulent_individuals 5;Individuals 51;63.66;LINK;GBP;6/01/2021 9:03;transaction;UK;0.2;404
Account 15;Account 61;Fraudulent_individuals 5;Individuals 51;9.39;FPS;GBP;6/01/2021 9:03;transaction;UK;0.2;405
Account 15;Account 9;Fraudulent_individuals 5;Businesses 9;36.83;FPS;GBP;6/01/2021 9:03;transaction;UK;0.2;406
Account 15;Account 61;Fraudulent_individuals 5;Individuals 51;35.18;LINK;GBP;6/01/2021 9:03;transaction;UK;0.2;407
Account 15;Account 61;Fraudulent_individuals 5;Individuals 51;27.16;CHAPS;GBP;6/01/2021 9:03;transaction;UK;0.2;408
Account 15;Account 61;Fraudulent_individuals 5;Individuals 51;176.09;CHAPS;GBP;6/01/2021 9:03;transaction;UK;0.2;409
Account 53;Account 43;Individuals 43;Individuals 33;10.11;CHAPS;GBP;6/01/2021 9:03;transaction;UK;0.2;410
Account 6;Account 70;Businesses 6;Individuals 60;1365.91;C&CCC;GBP;6/01/2021 9:03;transaction;UK;5;411
Account 8;Account 4;Businesses 8;Businesses 4;1588.36;Paym;GBP;6/01/2021 9:03;transaction;UK;0.1;412
Account 30;Account 66;Individuals 20;Individuals 56;227.54;Paym;GBP;6/01/2021 9:03;transaction;UK;0.2;413
Account 30;Account 66;Individuals 20;Individuals 56;102.13;FPS;GBP;6/01/2021 9:03;transaction;UK;0.2;414
Account 30;Account 66;Individuals 20;Individuals 56;8.15;Paym;GBP;6/01/2021 9:03;transaction;UK;0.2;415
Account 30;Account 66;Individuals 20;Individuals 56;41.75;CHAPS;GBP;6/01/2021 9:03;transaction;UK;0.2;416
Account 30;Account 66;Individuals 20;Individuals 56;63.27;C&CCC;GBP;6/01/2021 9:03;transaction;UK;0.2;417
Account 30;Account 66;Individuals 20;Individuals 56;38.8;C&CCC;GBP;6/01/2021 9:03;transaction;UK;0.2;418
Account 30;Account 66;Individuals 20;Individuals 56;117.48;FPS;GBP;6/01/2021 9:03;transaction;UK;0.2;419
Account 30;Account 66;Individuals 20;Individuals 56;107.36;Paym;GBP;6/01/2021 9:03;transaction;UK;0.2;420
Account 30;Account 66;Individuals 20;Individuals 56;41.32;C&CCC;GBP;6/01/2021 9:03;transaction;UK;0.2;421
Account 93;Account 94;Individuals 83;Individuals 84;72.92;CHAPS;GBP;6/01/2021 9:03;transaction;UK;0.2;422
Account 93;Account 94;Individuals 83;Individuals 84;44.44;Paym;GBP;6/01/2021 9:03;transaction;UK;0.2;423
Account 93;Account 94;Individuals 83;Individuals 84;253.27;Paym;GBP;6/01/2021 9:03;transaction;UK;0.2;424
Account 93;Account 94;Individuals 83;Individuals 84;12.3;LINK;GBP;6/01/2021 9:03;transaction;UK;0.2;425
Account 93;Account 94;Individuals 83;Individuals 84;12.21;C&CCC;GBP;6/01/2021 9:03;transaction;UK;0.2;426
